Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Classical,Melancholic,63,2013-05-19,3,1346,-0.321718673,20,Female,Yes,No,3.120091626,Taylor Swift - Love Story,Rock classics,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,NY,Local Concert,Queen - Bohemian Rhapsody,No,2013,19-30
Pop,Energetic,44,2013-05-20,5,1271,0.642603084,56,Male,No,No,1.313424299,The Beatles - Hey Jude,Lofi tracks,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,LA,Grammys 2023,Imagine Dragons - Believer,No,2013,51-60
Rock,Melancholic,29,2013-05-21,5,1038,1.144560635,16,Others,Yes,Yes,7.36093886,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,0-18
Electronic/Dance,Melancholic,3,2013-05-22,3,988,-1.300980544,39,Female,No,No,3.331851254,Imagine Dragons - Believer,Beatles,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,31-40
Blues,Melancholic,55,2013-05-23,1,496,0.061321212,40,Female,Yes,No,1.32245937,Taylor Swift - Love Story,Taylor Swift,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2013,31-40
Hip-Hop/Rap,Melancholic,32,2013-05-24,2,227,1.518122138,17,Female,Yes,No,3.239307481,Imagine Dragons - Believer,Taylor Swift,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Cardi B - WAP,LA,Local Concert,Taylor Swift - Willow,No,2013,0-18
Pop,Relaxed,48,2013-05-25,5,504,-0.267089894,52,Non-Binary,No,No,3.692308764,Queen - Bohemian Rhapsody,Pop genre,Coldplay - Yellow,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,London,Local Concert,Queen - Bohemian Rhapsody,No,2013,51-60
Hip-Hop/Rap,Relaxed,81,2013-05-26,3,811,-0.331679636,28,Male,Yes,Yes,6.828385619,Imagine Dragons - Believer,Queen,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,NY,Grammys 2023,Adele - Hello,Yes,2013,19-30
Reggae,Relaxed,22,2013-05-27,2,428,-0.881814219,45,Male,Yes,Yes,12.42301678,The Beatles - Hey Jude,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Paris,Coachella 2022,Imagine Dragons - Believer,No,2013,41-50
Jazz,Relaxed,9,2013-05-28,2,645,-0.126652698,33,Female,No,No,3.814736398,Imagine Dragons - Believer,Queen,Queen - Bohemian Rhapsody,Coldplay - Yellow,Cardi B - WAP,LA,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,31-40
R&B/Soul,Melancholic,80,2013-05-29,3,450,1.255105503,39,Non-Binary,Yes,No,3.538924371,Taylor Swift - Love Story,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Tokyo,Grammys 2023,Taylor Swift - Willow,No,2013,31-40
Classical,Melancholic,17,2013-05-30,1,638,-1.248667758,57,Non-Binary,Yes,No,3.701664702,Imagine Dragons - Believer,Taylor Swift,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Cardi B - WAP,NY,Grammys 2023,Billie Eilish - Bad Guy,No,2013,51-60
Country,Relaxed,80,2013-05-31,1,1029,1.490871486,50,Male,Yes,Yes,12.87023759,Imagine Dragons - Believer,Rock classics,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Coachella 2022,Imagine Dragons - Believer,No,2013,41-50
Pop,Relaxed,3,2013-06-01,2,19,1.412448739,63,Female,No,Yes,7.516775476,Queen - Bohemian Rhapsody,Lofi tracks,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Billboard Top 50,Taylor Swift - Willow,No,2013,61-70
Rock,Relaxed,85,2013-06-02,2,1228,0.031023754,25,Male,Yes,No,0.818182703,Adele - Hello,Queen,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,Tokyo,Coachella 2022,Adele - Hello,No,2013,19-30
Electronic/Dance,Energetic,82,2013-06-03,1,169,0.608593311,21,Female,No,No,3.516330851,Taylor Swift - Love Story,Queen,Adele - Hello,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,19-30
R&B/Soul,Melancholic,90,2013-06-04,4,486,1.997862554,47,Female,Yes,Yes,5.703699398,The Beatles - Hey Jude,Pop genre,Adele - Hello,The Beatles - Hey Jude,Drake - Hotline Bling,NY,Billboard Top 50,Imagine Dragons - Believer,Yes,2013,41-50
Country,Relaxed,37,2013-06-05,4,983,0.562378771,55,Non-Binary,Yes,No,2.129900887,Coldplay - Yellow,Pop genre,Adele - Hello,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,Paris,Grammys 2023,Imagine Dragons - Believer,No,2013,51-60
Country,Relaxed,30,2013-06-06,4,938,-0.004776454,24,Male,Yes,Yes,8.11077185,Coldplay - Yellow,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,Paris,Billboard Top 50,Coldplay - Yellow,No,2013,19-30
Pop,Energetic,92,2013-06-07,1,1246,-0.740337928,47,Others,Yes,Yes,7.377167954,The Beatles - Hey Jude,Taylor Swift,Queen - Bohemian Rhapsody,Coldplay - Yellow,Drake - Hotline Bling,Tokyo,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,41-50
Rock,Relaxed,32,2013-06-08,4,13,1.993084814,25,Male,Yes,No,0.703823256,Taylor Swift - Love Story,Pop genre,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,NY,Oscar-winning movie soundtrack,Adele - Hello,No,2013,19-30
R&B/Soul,Energetic,93,2013-06-09,4,1342,-1.071502388,27,Non-Binary,Yes,Yes,11.75195658,Imagine Dragons - Believer,Rock classics,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Paris,Grammys 2023,Imagine Dragons - Believer,No,2013,19-30
Pop,Relaxed,60,2013-06-10,2,796,-0.213004294,44,Non-Binary,Yes,No,3.865476036,Imagine Dragons - Believer,Rock classics,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,London,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,41-50
Classical,Melancholic,58,2013-06-11,3,491,-0.940247755,26,Male,No,No,2.789954225,Imagine Dragons - Believer,Beatles,The Beatles - Hey Jude,Coldplay - Yellow,Ed Sheeran - Galway Girl,LA,Billboard Top 50,Adele - Hello,Yes,2013,19-30
Blues,Melancholic,74,2013-06-12,1,285,-1.767498584,51,Others,Yes,Yes,14.68405338,Coldplay - Yellow,Lofi tracks,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Justin Bieber - Baby,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,Yes,2013,51-60
Country,Energetic,40,2013-06-13,3,942,1.823429888,19,Others,Yes,Yes,14.12488329,Taylor Swift - Love Story,Rock classics,Adele - Hello,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Taylor Swift - Willow,No,2013,19-30
Classical,Melancholic,37,2013-06-14,1,1297,-1.691550638,24,Others,Yes,No,0.704822748,Queen - Bohemian Rhapsody,Lofi tracks,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Drake - Hotline Bling,LA,Local Concert,Queen - Bohemian Rhapsody,No,2013,19-30
Reggae,Relaxed,43,2013-06-15,4,987,-0.135661749,60,Non-Binary,No,No,0.951496825,The Beatles - Hey Jude,Rock classics,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Drake - Hotline Bling,NY,Coachella 2022,Imagine Dragons - Believer,No,2013,51-60
Pop,Energetic,33,2013-06-16,3,1324,-1.233004787,16,Female,Yes,Yes,7.56811433,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,0-18
Rock,Energetic,70,2013-06-17,5,123,1.924711687,52,Others,Yes,Yes,14.21913562,Queen - Bohemian Rhapsody,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,NY,Local Concert,Queen - Bohemian Rhapsody,No,2013,51-60
Electronic/Dance,Melancholic,27,2013-06-18,4,22,1.721402771,21,Non-Binary,Yes,No,2.728657202,The Beatles - Hey Jude,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,London,Coachella 2022,Imagine Dragons - Believer,No,2013,19-30
Pop,Energetic,86,2013-06-19,3,309,0.077286592,21,Non-Binary,Yes,No,0.954179293,Taylor Swift - Love Story,Taylor Swift,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,19-30
Reggae,Melancholic,94,2013-06-20,4,1233,1.82298483,14,Male,Yes,Yes,13.93763545,Adele - Hello,Queen,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Drake - Hotline Bling,LA,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,0-18
Blues,Relaxed,46,2013-06-21,2,481,0.825821992,33,Non-Binary,Yes,No,2.033236133,Adele - Hello,Lofi tracks,Adele - Hello,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,London,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,31-40
Pop,Melancholic,0,2013-06-22,2,429,0.618162543,44,Non-Binary,Yes,No,0.516741187,Taylor Swift - Love Story,Pop genre,Coldplay - Yellow,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,41-50
Blues,Energetic,95,2013-06-23,4,218,-1.114016863,21,Male,Yes,Yes,7.897232312,Queen - Bohemian Rhapsody,Rock classics,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,19-30
Pop,Relaxed,43,2013-06-24,3,653,0.484589013,54,Others,Yes,No,1.74740215,Taylor Swift - Love Story,Lofi tracks,Coldplay - Yellow,Queen - Bohemian Rhapsody,Cardi B - WAP,Tokyo,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2013,51-60
Electronic/Dance,Energetic,84,2013-06-25,4,1319,1.510401504,44,Male,Yes,No,2.314217117,Coldplay - Yellow,Taylor Swift,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Grammys 2023,Coldplay - Yellow,No,2013,41-50
Jazz,Energetic,52,2013-06-26,3,1224,-0.817403009,68,Male,Yes,No,3.796654897,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Coldplay - Yellow,Ed Sheeran - Galway Girl,NY,Coachella 2022,Imagine Dragons - Believer,No,2013,61-70
Country,Energetic,48,2013-06-27,4,816,-0.572697759,67,Others,No,No,2.70007001,Adele - Hello,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,London,Coachella 2022,Adele - Hello,No,2013,61-70
R&B/Soul,Energetic,14,2013-06-28,3,1132,-1.002776386,23,Others,Yes,No,1.780884076,Imagine Dragons - Believer,Lofi tracks,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Local Concert,Taylor Swift - Willow,Yes,2013,19-30
Country,Melancholic,5,2013-06-29,5,1201,0.779949569,41,Female,No,Yes,6.911364812,Adele - Hello,Lofi tracks,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Grammys 2023,Billie Eilish - Bad Guy,No,2013,41-50
Electronic/Dance,Melancholic,65,2013-06-30,5,310,-1.054365925,31,Female,No,No,3.788040047,The Beatles - Hey Jude,Pop genre,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,31-40
Reggae,Relaxed,37,2013-07-01,5,412,-1.607368674,60,Non-Binary,Yes,Yes,12.43799372,The Beatles - Hey Jude,Beatles,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Drake - Hotline Bling,Paris,Billboard Top 50,Coldplay - Yellow,No,2013,51-60
Hip-Hop/Rap,Relaxed,2,2013-07-02,2,939,-1.232000191,39,Non-Binary,Yes,No,1.365109335,Coldplay - Yellow,Rock classics,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Paris,Local Concert,Billie Eilish - Bad Guy,No,2013,31-40
Hip-Hop/Rap,Relaxed,7,2013-07-03,3,346,0.953787575,69,Others,Yes,No,1.657131546,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Coachella 2022,Adele - Hello,Yes,2013,61-70
Classical,Relaxed,83,2013-07-04,3,481,-0.821498973,47,Male,Yes,No,3.196303854,Queen - Bohemian Rhapsody,Rock classics,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Paris,Local Concert,Coldplay - Yellow,No,2013,41-50
R&B/Soul,Melancholic,74,2013-07-05,1,249,0.672879793,70,Male,Yes,No,0.764844534,Imagine Dragons - Believer,Taylor Swift,Coldplay - Yellow,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Coachella 2022,Coldplay - Yellow,No,2013,61-70
Reggae,Relaxed,4,2013-07-06,3,1343,-0.933023168,25,Non-Binary,Yes,Yes,7.422812271,Queen - Bohemian Rhapsody,Rock classics,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Coachella 2022,Adele - Hello,No,2013,19-30
Electronic/Dance,Melancholic,73,2013-07-07,5,1168,-1.954649716,18,Non-Binary,No,No,3.772692439,Queen - Bohemian Rhapsody,Taylor Swift,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Coachella 2022,Taylor Swift - Willow,No,2013,0-18
Country,Melancholic,1,2013-07-08,1,88,0.805747283,60,Others,No,No,3.362983788,Adele - Hello,Lofi tracks,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Cardi B - WAP,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,51-60
Classical,Energetic,61,2013-07-09,4,940,-1.166049716,29,Female,Yes,Yes,6.955792771,Queen - Bohemian Rhapsody,Rock classics,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,Paris,Grammys 2023,Adele - Hello,No,2013,19-30
Electronic/Dance,Melancholic,22,2013-07-10,1,1191,1.118371183,33,Female,No,No,0.612826889,Taylor Swift - Love Story,Pop genre,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,31-40
Country,Relaxed,62,2013-07-11,2,705,-1.39057378,51,Female,Yes,No,1.718794579,Taylor Swift - Love Story,Rock classics,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Grammys 2023,Coldplay - Yellow,No,2013,51-60
Hip-Hop/Rap,Melancholic,57,2013-07-12,3,1377,1.782210483,61,Male,Yes,No,2.53238092,Queen - Bohemian Rhapsody,Beatles,Adele - Hello,Coldplay - Yellow,Drake - Hotline Bling,London,Grammys 2023,Taylor Swift - Willow,No,2013,61-70
Country,Melancholic,51,2013-07-13,1,663,1.268307576,53,Female,Yes,No,1.343105682,The Beatles - Hey Jude,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,51-60
R&B/Soul,Relaxed,25,2013-07-14,4,7,-1.971319173,15,Others,Yes,Yes,12.86887931,Adele - Hello,Rock classics,Coldplay - Yellow,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,London,Coachella 2022,Coldplay - Yellow,No,2013,0-18
Country,Energetic,36,2013-07-15,4,1157,0.853464731,41,Others,No,No,3.138475902,Coldplay - Yellow,Lofi tracks,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Coachella 2022,Adele - Hello,No,2013,41-50
Classical,Melancholic,29,2013-07-16,5,1113,0.758968721,38,Male,No,No,1.197217424,Coldplay - Yellow,Pop genre,Adele - Hello,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Billboard Top 50,Imagine Dragons - Believer,No,2013,31-40
R&B/Soul,Energetic,19,2013-07-17,1,661,-1.162626941,65,Others,Yes,Yes,7.092715299,The Beatles - Hey Jude,Rock classics,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Local Concert,Coldplay - Yellow,No,2013,61-70
Hip-Hop/Rap,Melancholic,63,2013-07-18,2,538,-0.499740792,49,Male,Yes,No,3.829345359,Adele - Hello,Taylor Swift,Imagine Dragons - Believer,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Paris,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,41-50
Hip-Hop/Rap,Energetic,1,2013-07-19,3,450,-0.336007429,28,Others,No,Yes,10.06520354,Queen - Bohemian Rhapsody,Rock classics,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Imagine Dragons - Thunder,NY,Billboard Top 50,Imagine Dragons - Believer,No,2013,19-30
Electronic/Dance,Energetic,14,2013-07-20,5,816,-0.420123209,31,Female,Yes,Yes,5.693520191,Taylor Swift - Love Story,Lofi tracks,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,NY,Local Concert,Taylor Swift - Willow,No,2013,31-40
Electronic/Dance,Energetic,51,2013-07-21,1,405,1.130048458,39,Non-Binary,Yes,No,1.232769098,Queen - Bohemian Rhapsody,Rock classics,Imagine Dragons - Believer,Coldplay - Yellow,Imagine Dragons - Thunder,London,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,31-40
R&B/Soul,Relaxed,47,2013-07-22,1,591,-1.798697321,31,Male,No,Yes,10.24551146,Coldplay - Yellow,Queen,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,Paris,Coachella 2022,Imagine Dragons - Believer,No,2013,31-40
Country,Melancholic,52,2013-07-23,4,470,-1.782614864,55,Male,Yes,No,1.236039813,Taylor Swift - Love Story,Pop genre,Adele - Hello,The Beatles - Hey Jude,Justin Bieber - Baby,NY,Billboard Top 50,Coldplay - Yellow,No,2013,51-60
Pop,Relaxed,69,2013-07-24,1,1134,-0.052456348,28,Non-Binary,Yes,Yes,5.087566657,Queen - Bohemian Rhapsody,Rock classics,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,NY,Grammys 2023,Imagine Dragons - Believer,No,2013,19-30
Jazz,Energetic,100,2013-07-25,5,78,0.047732845,60,Non-Binary,Yes,No,2.283536313,Coldplay - Yellow,Beatles,Imagine Dragons - Believer,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Oscar-winning movie soundtrack,Adele - Hello,Yes,2013,51-60
Country,Relaxed,95,2013-07-26,1,1236,-1.12451043,44,Non-Binary,Yes,Yes,9.041316404,The Beatles - Hey Jude,Pop genre,Imagine Dragons - Believer,Coldplay - Yellow,Ed Sheeran - Galway Girl,Paris,Coachella 2022,Billie Eilish - Bad Guy,No,2013,41-50
R&B/Soul,Relaxed,96,2013-07-27,3,1369,0.443760008,68,Others,Yes,No,3.303792552,Taylor Swift - Love Story,Rock classics,Adele - Hello,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,LA,Coachella 2022,Coldplay - Yellow,No,2013,61-70
Electronic/Dance,Melancholic,69,2013-07-28,5,1086,0.55595852,65,Female,Yes,No,0.969860508,Adele - Hello,Rock classics,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Cardi B - WAP,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,61-70
Country,Energetic,74,2013-07-29,2,217,0.66186862,40,Non-Binary,No,Yes,11.24393435,Queen - Bohemian Rhapsody,Pop genre,Adele - Hello,Coldplay - Yellow,Ed Sheeran - Galway Girl,Paris,Local Concert,Adele - Hello,No,2013,31-40
Pop,Relaxed,96,2013-07-30,4,687,-1.468419198,21,Others,No,No,0.77592983,Adele - Hello,Taylor Swift,Adele - Hello,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,19-30
Rock,Melancholic,20,2013-07-31,3,413,-1.429655699,27,Male,Yes,Yes,8.721848589,Adele - Hello,Lofi tracks,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Justin Bieber - Baby,LA,Grammys 2023,Coldplay - Yellow,No,2013,19-30
Reggae,Energetic,68,2013-08-01,3,504,1.998862064,39,Non-Binary,Yes,No,1.900120428,Adele - Hello,Queen,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Cardi B - WAP,London,Coachella 2022,Adele - Hello,No,2013,31-40
Pop,Melancholic,9,2013-08-02,5,261,-0.982836785,46,Others,Yes,No,2.656959827,Taylor Swift - Love Story,Taylor Swift,Adele - Hello,Coldplay - Yellow,Ed Sheeran - Galway Girl,NY,Grammys 2023,Imagine Dragons - Believer,No,2013,41-50
Classical,Melancholic,50,2013-08-03,2,667,-1.131687058,31,Male,No,Yes,14.99940398,The Beatles - Hey Jude,Taylor Swift,The Beatles - Hey Jude,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Local Concert,Taylor Swift - Willow,No,2013,31-40
Hip-Hop/Rap,Energetic,76,2013-08-04,2,1120,0.684185254,25,Non-Binary,No,Yes,11.90911304,Coldplay - Yellow,Taylor Swift,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Drake - Hotline Bling,Tokyo,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,19-30
R&B/Soul,Melancholic,1,2013-08-05,5,616,-0.44442477,66,Non-Binary,Yes,No,1.156203779,Taylor Swift - Love Story,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Billboard Top 50,Imagine Dragons - Believer,No,2013,61-70
Classical,Melancholic,16,2013-08-06,1,954,0.283865844,61,Female,Yes,Yes,14.53362538,Taylor Swift - Love Story,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,London,Local Concert,Imagine Dragons - Believer,No,2013,61-70
Electronic/Dance,Melancholic,11,2013-08-07,5,872,-1.561681045,69,Male,No,Yes,6.809668767,Adele - Hello,Rock classics,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,LA,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,61-70
Rock,Relaxed,81,2013-08-08,2,1022,1.182505237,20,Male,No,No,2.239311562,Imagine Dragons - Believer,Beatles,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Drake - Hotline Bling,LA,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,19-30
Electronic/Dance,Relaxed,37,2013-08-09,1,308,-0.509899734,53,Female,No,Yes,8.515719066,The Beatles - Hey Jude,Rock classics,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Justin Bieber - Baby,LA,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2013,51-60
Classical,Melancholic,63,2013-08-10,1,1249,1.339043414,70,Female,Yes,No,1.278592346,Taylor Swift - Love Story,Rock classics,Coldplay - Yellow,Taylor Swift - Blank Space,Justin Bieber - Baby,London,Coachella 2022,Taylor Swift - Willow,No,2013,61-70
Country,Energetic,76,2013-08-11,1,1081,1.934356113,43,Female,Yes,No,3.314930731,Imagine Dragons - Believer,Queen,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,41-50
Pop,Melancholic,25,2013-08-12,2,318,0.229186491,60,Non-Binary,Yes,No,2.559437157,Taylor Swift - Love Story,Pop genre,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Justin Bieber - Baby,London,Local Concert,Imagine Dragons - Believer,No,2013,51-60
R&B/Soul,Energetic,37,2013-08-13,5,239,-0.602327811,66,Male,Yes,Yes,14.99660466,Adele - Hello,Taylor Swift,The Beatles - Hey Jude,Taylor Swift - Blank Space,Justin Bieber - Baby,Paris,Billboard Top 50,Adele - Hello,No,2013,61-70
Hip-Hop/Rap,Energetic,34,2013-08-14,3,814,1.853932552,32,Male,Yes,No,3.655966209,Imagine Dragons - Believer,Rock classics,Imagine Dragons - Believer,Coldplay - Yellow,Ed Sheeran - Galway Girl,London,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,31-40
Blues,Melancholic,71,2013-08-15,4,104,0.916546457,31,Others,Yes,No,0.551703428,Adele - Hello,Lofi tracks,Taylor Swift - Shake it Off,Coldplay - Yellow,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2013,31-40
